,Country,Event Action,Missing
34,PL,"['legacyDistColdView', 'legacyDistColdIntent', 'legacyDistColdSubmit', 'legacyDistColdVerify', 'legacyDistColdComplete', 'legacyCustColdView', 'legacyCustColdSubmit', 'legacyCustColdVerify', 'legacyCustColdComplete', 'legacyMembColdView', 'legacyMembColdIntent', 'legacyMembColdSubmit', 'legacyMembColdVerify', 'legacyMembColdComplete', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtSubmit', 'legacyDistInvtVerify', 'legacyDistInvtComplete', 'legacyCustInvtView', 'legacyCustInvtSubmit', 'legacyCustInvtVerify', 'legacyCustInvtComplete', 'legacyMembInvtView', 'legacyMembInvtIntent', 'legacyMembInvtSubmit', 'legacyMembInvtVerify', 'legacyMembInvtComplete', 'poCustColdView', 'poCustColdComplete']","{'simpDistColdFormStart', 'progDistColdComplete', 'progMembInvtIntent', 'progDistColdIntent', 'progMembColdComplete', 'simpDistColdFindAff', 'simpCustColdContactMe', 'simpDistInvtComplete', 'simpMembInvtIntent', 'progMembColdIntent', 'simpDistInvtSubmit', 'simpDistInvtError', 'simpCustColdView', 'simpMembInvtView', 'progMembColdView', 'progDistInvtComplete', 'simpCustInvtComplete', 'progCustColdComplete', 'progDistInvtView', 'simpCustColdFormStart', 'simpDistColdView', 'simpCustInvtAccept', 'simpMembColdIntent', 'simpMembColdView', 'simpDistColdIntent', 'progMembInvtComplete', 'simpDistInvtIntent', 'progCustInvtComplete', 'progCustColdIntent', 'simpMembColdFormStart', 'simpDistInvtLanding', 'simpMembColdNextBttn', 'simpDistInvtView', 'simpCustInvtView', 'simpCustColdComplete', 'simpMembInvtLanding', 'simpCustInvtLanding', 'simpMembColdFindAff', 'simpMembInvtSubmit', 'simpCustInvtIntent', 'simpCustColdIntent', 'simpCustInvtSubmit', 'simpDistColdComplete', 'simpDistColdNextBttn', 'simpCustColdFindAff', 'simpMembInvtComplete', 'progMembInvtView', 'simpMembColdComplete', 'simpCustInvtError', 'simpDistInvtAccept', 'simpMembInvtError', 'poCustColdIntent', 'progDistColdView', 'progCustColdView', 'simpCustColdNextBttn', 'simpMembInvtAccept', 'progCustInvtView'}"
35,PT,"['legacyDistColdView', 'legacyDistColdIntent', 'legacyDistColdSubmit', 'legacyDistColdVerify', 'legacyDistColdComplete', 'legacyCustColdView', 'legacyCustColdSubmit', 'legacyCustColdVerify', 'legacyCustColdComplete', 'legacyMembColdView', 'legacyMembColdIntent', 'legacyMembColdVerify', 'legacyMembColdComplete', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtSubmit', 'legacyDistInvtVerify', 'legacyDistInvtComplete', 'legacyCustInvtView', 'legacyCustInvtSubmit', 'legacyCustInvtVerify', 'legacyCustInvtComplete', 'legacyMembInvtView', 'legacyMembInvtIntent', 'legacyMembInvtSubmit', 'legacyMembInvtVerify', 'legacyMembInvtComplete', 'poCustColdView', 'poCustColdComplete']","{'simpDistColdFormStart', 'progDistColdComplete', 'progMembInvtIntent', 'progDistColdIntent', 'progMembColdComplete', 'simpDistColdFindAff', 'simpCustColdContactMe', 'simpDistInvtComplete', 'simpMembInvtIntent', 'progMembColdIntent', 'simpDistInvtSubmit', 'simpDistInvtError', 'simpCustColdView', 'simpMembInvtView', 'progMembColdView', 'progDistInvtComplete', 'simpCustInvtComplete', 'progCustColdComplete', 'progDistInvtView', 'simpCustColdFormStart', 'simpDistColdView', 'simpCustInvtAccept', 'simpMembColdIntent', 'simpMembColdView', 'simpDistColdIntent', 'progMembInvtComplete', 'simpDistInvtIntent', 'progCustInvtComplete', 'progCustColdIntent', 'simpMembColdFormStart', 'simpDistInvtLanding', 'simpMembColdNextBttn', 'simpDistInvtView', 'simpCustInvtView', 'simpCustColdComplete', 'simpMembInvtLanding', 'simpCustInvtLanding', 'simpMembColdFindAff', 'simpMembInvtSubmit', 'simpCustInvtIntent', 'simpCustColdIntent', 'simpCustInvtSubmit', 'simpDistColdComplete', 'simpDistColdNextBttn', 'simpCustColdFindAff', 'simpMembInvtComplete', 'progMembInvtView', 'simpMembColdComplete', 'simpCustInvtError', 'simpDistInvtAccept', 'simpMembInvtError', 'poCustColdIntent', 'progDistColdView', 'progCustColdView', 'simpCustColdNextBttn', 'simpMembInvtAccept', 'legacyMembColdSubmit', 'progCustInvtView'}"
36,RO,"['legacyDistColdView', 'legacyDistColdIntent', 'legacyDistColdSubmit', 'legacyDistColdVerify', 'legacyDistColdComplete', 'legacyCustColdView', 'legacyCustColdSubmit', 'legacyCustColdVerify', 'legacyCustColdComplete', 'legacyMembColdView', 'legacyMembColdIntent', 'legacyMembColdSubmit', 'legacyMembColdComplete', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtSubmit', 'legacyDistInvtVerify', 'legacyDistInvtComplete', 'legacyCustInvtView', 'legacyCustInvtSubmit', 'legacyCustInvtVerify', 'legacyCustInvtComplete', 'legacyMembInvtView', 'legacyMembInvtIntent', 'legacyMembInvtSubmit', 'legacyMembInvtVerify', 'legacyMembInvtComplete', 'poCustColdView', 'poCustColdComplete']","{'simpDistColdFormStart', 'progDistColdComplete', 'progMembInvtIntent', 'progDistColdIntent', 'progMembColdComplete', 'simpDistColdFindAff', 'simpCustColdContactMe', 'simpDistInvtComplete', 'simpMembInvtIntent', 'progMembColdIntent', 'simpDistInvtSubmit', 'simpDistInvtError', 'simpCustColdView', 'simpMembInvtView', 'progMembColdView', 'progDistInvtComplete', 'simpCustInvtComplete', 'progCustColdComplete', 'progDistInvtView', 'simpCustColdFormStart', 'simpDistColdView', 'simpCustInvtAccept', 'simpMembColdIntent', 'simpMembColdView', 'simpDistColdIntent', 'progMembInvtComplete', 'simpDistInvtIntent', 'progCustInvtComplete', 'legacyMembColdVerify', 'progCustColdIntent', 'simpMembColdFormStart', 'simpDistInvtLanding', 'simpMembColdNextBttn', 'simpDistInvtView', 'simpCustInvtView', 'simpCustColdComplete', 'simpMembInvtLanding', 'simpCustInvtLanding', 'simpMembColdFindAff', 'simpMembInvtSubmit', 'simpCustInvtIntent', 'simpCustColdIntent', 'simpCustInvtSubmit', 'simpDistColdComplete', 'simpDistColdNextBttn', 'simpCustColdFindAff', 'simpMembInvtComplete', 'progMembInvtView', 'simpMembColdComplete', 'simpCustInvtError', 'simpDistInvtAccept', 'simpMembInvtError', 'poCustColdIntent', 'progDistColdView', 'progCustColdView', 'simpCustColdNextBttn', 'simpMembInvtAccept', 'progCustInvtView'}"
37,RU,"['legacyDistColdView', 'legacyDistColdIntent', 'legacyDistColdSubmit', 'legacyDistColdVerify', 'legacyDistColdComplete', 'legacyCustColdView', 'legacyCustColdSubmit', 'legacyCustColdVerify', 'legacyCustColdComplete', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtSubmit', 'legacyDistInvtVerify', 'legacyDistInvtComplete', 'legacyCustInvtView', 'legacyCustInvtSubmit', 'legacyCustInvtVerify', 'legacyCustInvtComplete', 'legacyMembInvtView', 'legacyMembInvtIntent', 'legacyMembInvtSubmit', 'legacyMembInvtVerify', 'legacyMembInvtComplete', 'poCustColdView', 'poCustColdComplete']","{'simpDistColdFormStart', 'progDistColdComplete', 'progMembInvtIntent', 'progDistColdIntent', 'progMembColdComplete', 'simpDistColdFindAff', 'simpCustColdContactMe', 'simpDistInvtComplete', 'simpMembInvtIntent', 'progMembColdIntent', 'simpDistInvtSubmit', 'simpDistInvtError', 'simpCustColdView', 'simpMembInvtView', 'progMembColdView', 'progDistInvtComplete', 'simpCustInvtComplete', 'progCustColdComplete', 'progDistInvtView', 'simpCustColdFormStart', 'simpDistColdView', 'simpCustInvtAccept', 'simpMembColdIntent', 'simpMembColdView', 'simpDistColdIntent', 'progMembInvtComplete', 'simpDistInvtIntent', 'legacyMembColdIntent', 'progCustInvtComplete', 'legacyMembColdComplete', 'legacyMembColdVerify', 'progCustColdIntent', 'simpMembColdFormStart', 'simpDistInvtLanding', 'simpMembColdNextBttn', 'simpDistInvtView', 'simpCustInvtView', 'simpCustColdComplete', 'simpMembInvtLanding', 'simpCustInvtLanding', 'simpMembColdFindAff', 'simpMembInvtSubmit', 'simpCustInvtIntent', 'simpCustColdIntent', 'simpCustInvtSubmit', 'simpDistColdComplete', 'simpDistColdNextBttn', 'simpCustColdFindAff', 'simpMembInvtComplete', 'progMembInvtView', 'simpMembColdComplete', 'simpCustInvtError', 'simpDistInvtAccept', 'simpMembInvtError', 'poCustColdIntent', 'legacyMembColdView', 'progDistColdView', 'progCustColdView', 'simpCustColdNextBttn', 'simpMembInvtAccept', 'legacyMembColdSubmit', 'progCustInvtView'}"
38,SE,"['legacyDistColdView', 'legacyDistColdIntent', 'legacyDistColdSubmit', 'legacyDistColdVerify', 'legacyDistColdComplete', 'legacyCustColdView', 'legacyCustColdSubmit', 'legacyCustColdVerify', 'legacyCustColdComplete', 'legacyMembColdView', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtSubmit', 'legacyDistInvtVerify', 'legacyDistInvtComplete', 'legacyCustInvtView', 'legacyCustInvtSubmit', 'legacyCustInvtVerify', 'legacyCustInvtComplete', 'legacyMembInvtView', 'legacyMembInvtIntent', 'legacyMembInvtSubmit', 'legacyMembInvtVerify', 'legacyMembInvtComplete', 'poCustColdView', 'poCustColdComplete']","{'simpDistColdFormStart', 'progDistColdComplete', 'progMembInvtIntent', 'progDistColdIntent', 'progMembColdComplete', 'simpDistColdFindAff', 'simpCustColdContactMe', 'simpDistInvtComplete', 'simpMembInvtIntent', 'progMembColdIntent', 'simpDistInvtSubmit', 'simpDistInvtError', 'simpCustColdView', 'simpMembInvtView', 'progMembColdView', 'progDistInvtComplete', 'simpCustInvtComplete', 'progCustColdComplete', 'progDistInvtView', 'simpCustColdFormStart', 'simpDistColdView', 'simpCustInvtAccept', 'simpMembColdIntent', 'simpMembColdView', 'simpDistColdIntent', 'progMembInvtComplete', 'simpDistInvtIntent', 'legacyMembColdIntent', 'progCustInvtComplete', 'legacyMembColdComplete', 'legacyMembColdVerify', 'progCustColdIntent', 'simpMembColdFormStart', 'simpDistInvtLanding', 'simpMembColdNextBttn', 'simpDistInvtView', 'simpCustInvtView', 'simpCustColdComplete', 'simpMembInvtLanding', 'simpCustInvtLanding', 'simpMembColdFindAff', 'simpMembInvtSubmit', 'simpCustInvtIntent', 'simpCustColdIntent', 'simpCustInvtSubmit', 'simpDistColdComplete', 'simpDistColdNextBttn', 'simpCustColdFindAff', 'simpMembInvtComplete', 'progMembInvtView', 'simpMembColdComplete', 'simpCustInvtError', 'simpDistInvtAccept', 'simpMembInvtError', 'poCustColdIntent', 'progDistColdView', 'progCustColdView', 'simpCustColdNextBttn', 'simpMembInvtAccept', 'legacyMembColdSubmit', 'progCustInvtView'}"
39,SG,"['legacyDistColdView', 'legacyDistColdIntent', 'legacyDistColdSubmit', 'legacyDistColdVerify', 'legacyDistColdComplete', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtSubmit', 'legacyDistInvtVerify', 'legacyDistInvtComplete', 'poCustColdView', 'poCustColdComplete', 'simpDistColdView', 'simpDistColdIntent', 'simpDistColdFindAff', 'simpDistColdNextBttn', 'simpDistColdFormStart', 'simpDistColdComplete', 'simpDistInvtView', 'simpDistInvtIntent', 'simpDistInvtError']","{'progDistColdComplete', 'progMembInvtIntent', 'legacyMembInvtView', 'progDistColdIntent', 'progMembColdComplete', 'simpCustColdContactMe', 'simpDistInvtComplete', 'simpMembInvtIntent', 'progMembColdIntent', 'simpDistInvtSubmit', 'simpCustColdView', 'legacyCustColdComplete', 'simpMembInvtView', 'progMembColdView', 'legacyCustInvtComplete', 'progDistInvtComplete', 'simpCustInvtComplete', 'legacyCustInvtSubmit', 'progCustColdComplete', 'legacyMembInvtSubmit', 'progDistInvtView', 'simpCustColdFormStart', 'simpCustInvtAccept', 'simpMembColdIntent', 'simpMembColdView', 'legacyCustColdView', 'progMembInvtComplete', 'legacyMembColdIntent', 'legacyMembInvtVerify', 'progCustInvtComplete', 'legacyMembColdComplete', 'legacyMembColdVerify', 'progCustColdIntent', 'legacyCustColdVerify', 'simpMembColdFormStart', 'simpDistInvtLanding', 'legacyCustInvtVerify', 'simpMembColdNextBttn', 'simpCustInvtView', 'simpCustColdComplete', 'simpMembInvtLanding', 'simpCustInvtLanding', 'simpMembColdFindAff', 'simpMembInvtSubmit', 'simpCustInvtIntent', 'simpCustColdIntent', 'simpCustInvtSubmit', 'legacyCustInvtView', 'simpCustColdFindAff', 'simpMembInvtComplete', 'progMembInvtView', 'legacyMembInvtComplete', 'simpMembColdComplete', 'simpCustInvtError', 'simpDistInvtAccept', 'simpMembInvtError', 'poCustColdIntent', 'legacyMembColdView', 'progDistColdView', 'progCustColdView', 'simpCustColdNextBttn', 'simpMembInvtAccept', 'legacyCustColdSubmit', 'legacyMembInvtIntent', 'legacyMembColdSubmit', 'progCustInvtView'}"
40,SK,"['legacyDistColdView', 'legacyDistColdIntent', 'legacyDistColdSubmit', 'legacyDistColdVerify', 'legacyDistColdComplete', 'legacyCustColdView', 'legacyCustColdSubmit', 'legacyCustColdVerify', 'legacyCustColdComplete', 'legacyMembColdView', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtSubmit', 'legacyDistInvtVerify', 'legacyDistInvtComplete', 'legacyCustInvtView', 'legacyCustInvtSubmit', 'legacyCustInvtVerify', 'legacyCustInvtComplete', 'legacyMembInvtView', 'legacyMembInvtIntent', 'legacyMembInvtSubmit', 'legacyMembInvtVerify', 'legacyMembInvtComplete', 'poCustColdView', 'poCustColdComplete']","{'simpDistColdFormStart', 'progDistColdComplete', 'progMembInvtIntent', 'progDistColdIntent', 'progMembColdComplete', 'simpDistColdFindAff', 'simpCustColdContactMe', 'simpDistInvtComplete', 'simpMembInvtIntent', 'progMembColdIntent', 'simpDistInvtSubmit', 'simpDistInvtError', 'simpCustColdView', 'simpMembInvtView', 'progMembColdView', 'progDistInvtComplete', 'simpCustInvtComplete', 'progCustColdComplete', 'progDistInvtView', 'simpCustColdFormStart', 'simpDistColdView', 'simpCustInvtAccept', 'simpMembColdIntent', 'simpMembColdView', 'simpDistColdIntent', 'progMembInvtComplete', 'simpDistInvtIntent', 'legacyMembColdIntent', 'progCustInvtComplete', 'legacyMembColdComplete', 'legacyMembColdVerify', 'progCustColdIntent', 'simpMembColdFormStart', 'simpDistInvtLanding', 'simpMembColdNextBttn', 'simpDistInvtView', 'simpCustInvtView', 'simpCustColdComplete', 'simpMembInvtLanding', 'simpCustInvtLanding', 'simpMembColdFindAff', 'simpMembInvtSubmit', 'simpCustInvtIntent', 'simpCustColdIntent', 'simpCustInvtSubmit', 'simpDistColdComplete', 'simpDistColdNextBttn', 'simpCustColdFindAff', 'simpMembInvtComplete', 'progMembInvtView', 'simpMembColdComplete', 'simpCustInvtError', 'simpDistInvtAccept', 'simpMembInvtError', 'poCustColdIntent', 'progDistColdView', 'progCustColdView', 'simpCustColdNextBttn', 'simpMembInvtAccept', 'legacyMembColdSubmit', 'progCustInvtView'}"
41,TH,"['legacyDistColdView', 'legacyDistColdIntent', 'legacyDistColdSubmit', 'legacyDistColdVerify', 'legacyDistColdComplete', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtSubmit', 'legacyDistInvtVerify', 'legacyDistInvtComplete', 'poCustColdView', 'poCustColdComplete', 'simpDistColdView', 'simpDistColdIntent', 'simpDistColdFindAff', 'simpDistColdNextBttn', 'simpDistColdFormStart', 'simpDistColdComplete', 'simpDistInvtError', 'progDistColdIntent', 'progCustColdView', 'progCustColdIntent', 'progCustColdComplete', 'progCustInvtView', 'progCustInvtComplete']","{'progDistColdComplete', 'progMembInvtIntent', 'legacyMembInvtView', 'progMembColdComplete', 'simpCustColdContactMe', 'simpDistInvtComplete', 'simpMembInvtIntent', 'progMembColdIntent', 'simpDistInvtSubmit', 'simpCustColdView', 'legacyCustColdComplete', 'simpMembInvtView', 'progMembColdView', 'legacyCustInvtComplete', 'progDistInvtComplete', 'simpCustInvtComplete', 'legacyCustInvtSubmit', 'legacyMembInvtSubmit', 'progDistInvtView', 'simpCustColdFormStart', 'simpCustInvtAccept', 'simpMembColdIntent', 'simpMembColdView', 'legacyCustColdView', 'progMembInvtComplete', 'simpDistInvtIntent', 'legacyMembColdIntent', 'legacyMembInvtVerify', 'legacyMembColdComplete', 'legacyMembColdVerify', 'legacyCustColdVerify', 'simpMembColdFormStart', 'simpDistInvtLanding', 'legacyCustInvtVerify', 'simpMembColdNextBttn', 'simpDistInvtView', 'simpCustInvtView', 'simpCustColdComplete', 'simpMembInvtLanding', 'simpCustInvtLanding', 'simpMembColdFindAff', 'simpMembInvtSubmit', 'simpCustInvtIntent', 'simpCustColdIntent', 'simpCustInvtSubmit', 'legacyCustInvtView', 'simpCustColdFindAff', 'simpMembInvtComplete', 'progMembInvtView', 'legacyMembInvtComplete', 'simpMembColdComplete', 'simpCustInvtError', 'simpDistInvtAccept', 'simpMembInvtError', 'poCustColdIntent', 'legacyMembColdView', 'progDistColdView', 'simpCustColdNextBttn', 'simpMembInvtAccept', 'legacyCustColdSubmit', 'legacyMembInvtIntent', 'legacyMembColdSubmit'}"
42,UA,"['legacyDistColdView', 'legacyDistColdIntent', 'legacyDistColdSubmit', 'legacyDistColdVerify', 'legacyDistColdComplete', 'legacyCustColdView', 'legacyCustColdSubmit', 'legacyCustColdVerify', 'legacyCustColdComplete', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtSubmit', 'legacyDistInvtVerify', 'legacyDistInvtComplete', 'legacyCustInvtView', 'legacyCustInvtComplete', 'legacyMembInvtView', 'legacyMembInvtIntent', 'legacyMembInvtSubmit', 'legacyMembInvtVerify', 'legacyMembInvtComplete', 'poCustColdView', 'poCustColdComplete']","{'simpDistColdFormStart', 'progDistColdComplete', 'progMembInvtIntent', 'progDistColdIntent', 'progMembColdComplete', 'simpDistColdFindAff', 'simpCustColdContactMe', 'simpDistInvtComplete', 'simpMembInvtIntent', 'progMembColdIntent', 'simpDistInvtSubmit', 'simpDistInvtError', 'simpCustColdView', 'simpMembInvtView', 'progMembColdView', 'progDistInvtComplete', 'simpCustInvtComplete', 'legacyCustInvtSubmit', 'progCustColdComplete', 'progDistInvtView', 'simpCustColdFormStart', 'simpDistColdView', 'simpCustInvtAccept', 'simpMembColdIntent', 'simpMembColdView', 'simpDistColdIntent', 'progMembInvtComplete', 'simpDistInvtIntent', 'legacyMembColdIntent', 'progCustInvtComplete', 'legacyMembColdComplete', 'legacyMembColdVerify', 'progCustColdIntent', 'simpMembColdFormStart', 'simpDistInvtLanding', 'legacyCustInvtVerify', 'simpMembColdNextBttn', 'simpDistInvtView', 'simpCustInvtView', 'simpCustColdComplete', 'simpMembInvtLanding', 'simpCustInvtLanding', 'simpMembColdFindAff', 'simpMembInvtSubmit', 'simpCustInvtIntent', 'simpCustColdIntent', 'simpCustInvtSubmit', 'simpDistColdComplete', 'simpDistColdNextBttn', 'simpCustColdFindAff', 'simpMembInvtComplete', 'progMembInvtView', 'simpMembColdComplete', 'simpCustInvtError', 'simpDistInvtAccept', 'simpMembInvtError', 'poCustColdIntent', 'legacyMembColdView', 'progDistColdView', 'progCustColdView', 'simpCustColdNextBttn', 'simpMembInvtAccept', 'legacyMembColdSubmit', 'progCustInvtView'}"
43,US,"['legacyDistColdView', 'legacyDistColdIntent', 'legacyDistColdSubmit', 'legacyDistColdVerify', 'legacyDistColdComplete', 'legacyCustColdView', 'legacyCustColdSubmit', 'legacyCustColdVerify', 'legacyCustColdComplete', 'legacyMembColdView', 'legacyMembColdIntent', 'legacyMembColdSubmit', 'legacyMembColdVerify', 'legacyMembColdComplete', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtSubmit', 'legacyDistInvtVerify', 'legacyDistInvtComplete', 'legacyCustInvtView', 'legacyCustInvtSubmit', 'legacyCustInvtVerify', 'legacyCustInvtComplete', 'legacyMembInvtView', 'legacyMembInvtIntent', 'legacyMembInvtSubmit', 'legacyMembInvtVerify', 'legacyMembInvtComplete', 'poCustColdView', 'poCustColdIntent', 'poCustColdComplete', 'simpDistColdView', 'simpDistColdFormStart', 'simpDistColdComplete', 'simpCustColdView', 'simpCustColdIntent', 'simpCustColdFindAff', 'simpCustColdNextBttn', 'simpCustColdFormStart', 'simpMembColdView', 'simpMembColdIntent', 'simpMembColdFindAff', 'simpMembColdNextBttn', 'simpMembColdFormStart', 'simpDistInvtLanding', 'simpDistInvtAccept', 'simpDistInvtView', 'simpDistInvtIntent', 'simpCustInvtLanding', 'simpCustInvtAccept', 'simpCustInvtView', 'simpCustInvtIntent', 'progDistColdIntent', 'progDistColdComplete', 'progCustColdView', 'progCustColdIntent', 'progCustColdComplete']","{'progMembInvtIntent', 'progMembColdComplete', 'simpDistColdFindAff', 'simpCustColdContactMe', 'simpDistInvtComplete', 'simpMembInvtIntent', 'progMembColdIntent', 'simpDistInvtSubmit', 'simpDistInvtError', 'simpMembInvtView', 'progMembColdView', 'progDistInvtComplete', 'simpCustInvtComplete', 'progDistInvtView', 'simpDistColdIntent', 'progMembInvtComplete', 'progCustInvtComplete', 'simpCustColdComplete', 'simpMembInvtLanding', 'simpMembInvtSubmit', 'simpCustInvtSubmit', 'simpDistColdNextBttn', 'simpMembInvtComplete', 'progMembInvtView', 'simpMembColdComplete', 'simpCustInvtError', 'simpMembInvtError', 'progDistColdView', 'simpMembInvtAccept', 'progCustInvtView'}"
44,VN,"['legacyDistColdView', 'legacyDistColdIntent', 'legacyDistColdSubmit', 'legacyDistColdVerify', 'legacyMembColdView', 'legacyMembColdIntent', 'legacyMembColdSubmit', 'legacyMembColdVerify', 'legacyMembColdComplete', 'legacyMembInvtView', 'legacyMembInvtIntent', 'legacyMembInvtSubmit', 'legacyMembInvtVerify', 'legacyMembInvtComplete', 'simpMembColdView', 'simpMembColdIntent', 'simpMembColdFindAff', 'simpMembColdNextBttn', 'simpMembColdFormStart', 'simpMembColdComplete', 'simpMembInvtLanding', 'simpMembInvtAccept', 'simpMembInvtView', 'simpMembInvtIntent', 'simpMembInvtSubmit', 'simpMembInvtComplete', 'simpMembInvtError']","{'simpDistColdFormStart', 'progDistColdComplete', 'progMembInvtIntent', 'progDistColdIntent', 'progMembColdComplete', 'simpDistColdFindAff', 'simpCustColdContactMe', 'simpDistInvtComplete', 'progMembColdIntent', 'simpDistInvtSubmit', 'simpDistInvtError', 'simpCustColdView', 'legacyCustColdComplete', 'progMembColdView', 'legacyCustInvtComplete', 'progDistInvtComplete', 'simpCustInvtComplete', 'legacyCustInvtSubmit', 'progCustColdComplete', 'progDistInvtView', 'simpCustColdFormStart', 'simpDistColdView', 'simpCustInvtAccept', 'poCustColdComplete', 'simpDistColdIntent', 'legacyCustColdView', 'progMembInvtComplete', 'simpDistInvtIntent', 'progCustInvtComplete', 'legacyDistInvtVerify', 'progCustColdIntent', 'legacyCustColdVerify', 'simpDistInvtLanding', 'legacyCustInvtVerify', 'simpDistInvtView', 'simpCustInvtView', 'simpCustColdComplete', 'legacyDistInvtComplete', 'legacyDistColdComplete', 'simpCustInvtLanding', 'legacyDistInvtIntent', 'simpCustInvtIntent', 'simpCustColdIntent', 'simpCustInvtSubmit', 'simpDistColdComplete', 'legacyCustInvtView', 'simpDistColdNextBttn', 'simpCustColdFindAff', 'progMembInvtView', 'simpCustInvtError', 'simpDistInvtAccept', 'legacyDistInvtSubmit', 'poCustColdIntent', 'progDistColdView', 'progCustColdView', 'poCustColdView', 'simpCustColdNextBttn', 'legacyCustColdSubmit', 'legacyDistInvtView', 'progCustInvtView'}"
45,ZA,"['legacyDistColdView', 'legacyDistColdIntent', 'legacyDistColdSubmit', 'legacyDistColdVerify', 'legacyDistColdComplete', 'legacyCustColdView', 'legacyCustColdSubmit', 'legacyCustColdVerify', 'legacyCustColdComplete', 'legacyMembColdView', 'legacyMembColdIntent', 'legacyMembColdSubmit', 'legacyMembColdVerify', 'legacyMembColdComplete', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtSubmit', 'legacyDistInvtVerify', 'legacyDistInvtComplete', 'legacyCustInvtView', 'legacyCustInvtSubmit', 'legacyCustInvtVerify', 'legacyCustInvtComplete', 'legacyMembInvtView', 'legacyMembInvtIntent', 'legacyMembInvtSubmit', 'legacyMembInvtVerify', 'legacyMembInvtComplete', 'poCustColdView', 'poCustColdComplete', 'Brand Affiliate']","{'simpDistColdFormStart', 'progDistColdComplete', 'progMembInvtIntent', 'progDistColdIntent', 'progMembColdComplete', 'simpDistColdFindAff', 'simpCustColdContactMe', 'simpDistInvtComplete', 'simpMembInvtIntent', 'progMembColdIntent', 'simpDistInvtSubmit', 'simpDistInvtError', 'simpCustColdView', 'simpMembInvtView', 'progMembColdView', 'progDistInvtComplete', 'simpCustInvtComplete', 'progCustColdComplete', 'progDistInvtView', 'simpCustColdFormStart', 'simpDistColdView', 'simpCustInvtAccept', 'simpMembColdIntent', 'simpMembColdView', 'simpDistColdIntent', 'progMembInvtComplete', 'simpDistInvtIntent', 'progCustInvtComplete', 'progCustColdIntent', 'simpMembColdFormStart', 'simpDistInvtLanding', 'simpMembColdNextBttn', 'simpDistInvtView', 'simpCustInvtView', 'simpCustColdComplete', 'simpMembInvtLanding', 'simpCustInvtLanding', 'simpMembColdFindAff', 'simpMembInvtSubmit', 'simpCustInvtIntent', 'simpCustColdIntent', 'simpCustInvtSubmit', 'simpDistColdComplete', 'simpDistColdNextBttn', 'simpCustColdFindAff', 'simpMembInvtComplete', 'progMembInvtView', 'simpMembColdComplete', 'simpCustInvtError', 'simpDistInvtAccept', 'simpMembInvtError', 'poCustColdIntent', 'progDistColdView', 'progCustColdView', 'simpCustColdNextBttn', 'simpMembInvtAccept', 'progCustInvtView'}"
